BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact
4,120000,4000,Super Area,Perungudi,Chennai,Semi-Furnished,4,Contact Agent
3,20000,1500,Carpet Area,Oragadam,Chennai,Unfurnished,2,Contact Owner
1,21000,500,Carpet Area,Pallavaram,Chennai,Furnished,1,Contact Agent
2,22000,1050,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
4,120000,2550,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,4,Contact Agent
2,15000,650,Carpet Area,Kilpauk,Chennai,Unfurnished,2,Contact Owner
1,5000,800,Carpet Area,Kovur,Chennai,Unfurnished,1,Contact Owner
2,15000,1000,Super Area,Iyyappanthangal,Chennai,Unfurnished,2,Contact Owner
2,19000,900,Super Area,Choolaimedu,Chennai,Semi-Furnished,2,Contact Owner
3,37500,1475,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,3,Contact Owner
1,8000,360,Super Area,Mogappair West,Chennai,Semi-Furnished,1,Contact Owner
3,45000,1600,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Unfurnished,3,Contact Agent
1,5000,550,Super Area,Perumbakkam,Chennai,Unfurnished,1,Contact Owner
3,30000,1800,Super Area,Kolathur,Chennai,Unfurnished,2,Contact Owner
2,17000,1000,Super Area,"Kesari Nagar, Adambakkam",Chennai,Unfurnished,2,Contact Owner
2,15000,700,Super Area,Karapakkam,Chennai,Furnished,2,Contact Owner
1,3500,500,Super Area,Thirunagar,Chennai,Semi-Furnished,1,Contact Owner
3,25000,1132,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,2,Contact Agent
3,17000,1400,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,3,Contact Owner
5,50000,3300,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,5,Contact Owner
3,22000,1400,Carpet Area,Chembarambakkam,Chennai,Semi-Furnished,3,Contact Owner
2,12000,800,Super Area,Ambattur,Chennai,Semi-Furnished,2,Contact Owner
3,10000,80,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,2,Contact Owner
3,10000,1000,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,3,Contact Owner
2,26000,1020,Super Area,Vadapalani,Chennai,Semi-Furnished,2,Contact Agent
2,9000,500,Carpet Area,"Vengaivasal, Medavakkam",Chennai,Furnished,2,Contact Owner
2,12000,900,Super Area,Keelkattalai,Chennai,Furnished,2,Contact Owner
2,8500,600,Carpet Area,58 block,Chennai,Unfurnished,1,Contact Owner
2,7000,1100,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,2,Contact Owner
2,12000,1200,Carpet Area,mahindra city,Chennai,Unfurnished,3,Contact Owner
2,12000,650,Carpet Area,Old Washermanpet,Chennai,Unfurnished,2,Contact Owner
2,26000,900,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
3,13000,100,Carpet Area,Ambattur railway station,Chennai,Unfurnished,2,Contact Owner
2,30000,1100,Carpet Area,Nandanam Extension,Chennai,Unfurnished,2,Contact Owner
2,30000,585,Super Area,Pallavaram,Chennai,Unfurnished,2,Contact Owner
2,12000,740,Super Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner
1,10000,550,Super Area,Guindy,Chennai,Unfurnished,1,Contact Owner
2,13000,786,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Furnished,2,Contact Owner
2,13000,1100,Carpet Area,Irumbuliyur,Chennai,Unfurnished,2,Contact Owner
3,40000,1500,Super Area,Virugambakkam,Chennai,Semi-Furnished,3,Contact Agent
3,25000,1440,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,3,Contact Owner
1,8000,700,Super Area,Ayanavaram,Chennai,Semi-Furnished,1,Contact Owner
1,6000,450,Super Area,Kallikuppam,Chennai,Unfurnished,1,Contact Owner
3,17000,1200,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
3,17000,1785,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,3,Contact Owner
2,15000,1050,Super Area,Kovilambakkam,Chennai,Semi-Furnished,2,Contact Owner
2,8500,700,Super Area,"Tirumudivakkam, Thiruvanmiyur",Chennai,Semi-Furnished,1,Contact Owner
2,8500,450,Carpet Area,"Suriyammapet, Saidapet",Chennai,Unfurnished,1,Contact Owner
2,11000,803,Super Area,"Moulivakkam, Moulivakkam",Chennai,Semi-Furnished,2,Contact Owner
3,60000,1800,Super Area,in Saligramam,Chennai,Semi-Furnished,3,Contact Agent
2,18000,985,Carpet Area,Selaiyur,Chennai,Unfurnished,2,Contact Owner
4,70000,2880,Super Area,Thoraipakkam,Chennai,Semi-Furnished,3,Contact Agent
2,10000,850,Super Area,Madambakkam,Chennai,Unfurnished,2,Contact Owner
3,20000,1100,Carpet Area,independent Apartment dhandeeshwatam nagar velachery,Chennai,Unfurnished,2,Contact Owner
2,16000,1100,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,10000,1500,Super Area,"Tambaram, GST Road",Chennai,Furnished,2,Contact Owner
3,100000,1975,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,3,Contact Agent
1,7000,400,Super Area,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",Chennai,Unfurnished,1,Contact Owner
2,17000,914,Super Area,Adambakkam,Chennai,Semi-Furnished,2,Contact Owner
2,17000,1000,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
3,39000,1170,Super Area,Teynampet,Chennai,Semi-Furnished,2,Contact Owner
1,6500,350,Super Area,Mugalivakkam,Chennai,Unfurnished,1,Contact Owner
3,15000,1120,Carpet Area,BHEL Nagar-Medavakkam,Chennai,Unfurnished,2,Contact Owner
2,17000,1100,Super Area,"Puzhuthivakkam, Madipakkam",Chennai,Unfurnished,2,Contact Owner
1,6800,500,Super Area,Thiruverkkadu,Chennai,Unfurnished,1,Contact Owner
3,110000,1435,Super Area,Nungambakkam,Chennai,Furnished,3,Contact Owner
1,8500,200,Carpet Area,Arumbakkam,Chennai,Semi-Furnished,1,Contact Owner
3,65000,1444,Super Area,Nungambakkam,Chennai,Semi-Furnished,3,Contact Agent
1,7500,350,Super Area,Kilpauk,Chennai,Semi-Furnished,1,Contact Owner
2,10000,800,Super Area,Perumbakkam,Chennai,Semi-Furnished,2,Contact Owner
3,34000,1503,Carpet Area,Ram Nagar-Nanganallur,Chennai,Semi-Furnished,2,Contact Owner
3,17000,1200,Super Area,Selaiyur,Chennai,Unfurnished,3,Contact Owner
3,23000,900,Carpet Area,"Loganathan Colony, Mylapore",Chennai,Unfurnished,2,Contact Owner
1,17000,625,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,1,Contact Owner
2,8500,860,Super Area,Vandalur,Chennai,Semi-Furnished,2,Contact Owner
2,10000,960,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,2,Contact Owner
2,8000,550,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,1,Contact Owner
3,30000,1000,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,3,Contact Owner
1,15000,520,Super Area,Vadapalani,Chennai,Semi-Furnished,1,Contact Owner
3,25000,1500,Super Area,Arumbakkam,Chennai,Unfurnished,2,Contact Agent
2,16500,966,Super Area,Kolathur,Chennai,Semi-Furnished,2,Contact Owner
3,40000,1400,Super Area,Semmancheri,Chennai,Semi-Furnished,3,Contact Owner
3,15000,1300,Super Area,Sriperumbudur,Chennai,Semi-Furnished,2,Contact Owner
3,12000,1062,Super Area,Pudupakkam,Chennai,Semi-Furnished,2,Contact Owner
3,35000,1850,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,3,Contact Owner
2,8000,600,Carpet Area,Ambattur,Chennai,Unfurnished,2,Contact Owner
2,11000,1000,Super Area,Poonamallee,Chennai,Semi-Furnished,2,Contact Owner
3,20000,1065,Super Area,Washermanpet,Chennai,Semi-Furnished,3,Contact Owner
3,17000,950,Carpet Area,"Kattupakkam, PH Road",Chennai,Unfurnished,3,Contact Owner
2,9000,740,Super Area,Chitlapakkam,Chennai,Unfurnished,2,Contact Owner
2,16500,700,Super Area,Ashok Nagar,Chennai,Semi-Furnished,2,Contact Owner
2,12000,880,Carpet Area,Thiruneermalai,Chennai,Unfurnished,2,Contact Owner
2,12500,890,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Unfurnished,2,Contact Owner
2,25000,1100,Super Area,Besant Nagar,Chennai,Unfurnished,2,Contact Owner
2,15000,700,Super Area,Ambattur,Chennai,Furnished,2,Contact Owner
3,14000,1155,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,2,Contact Owner
3,72000,1500,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,3,Contact Agent
1,10000,550,Super Area,Ambattur,Chennai,Unfurnished,1,Contact Owner
2,17000,1000,Super Area,Mogappair East,Chennai,Semi-Furnished,2,Contact Owner
2,12000,550,Super Area,Choolaimedu,Chennai,Unfurnished,2,Contact Owner
3,72000,2900,Carpet Area,MRC Nagar,Chennai,Semi-Furnished,3,Contact Agent
3,26000,2100,Super Area,Sholinganallur,Chennai,Semi-Furnished,2,Contact Agent
2,10500,1000,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,2,Contact Owner
2,15000,800,Super Area,Anakaputhur,Chennai,Unfurnished,1,Contact Owner
2,8500,900,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,1,Contact Owner
2,10000,800,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,2,Contact Owner
2,10000,1015,Super Area,Poonamallee,Chennai,Semi-Furnished,3,Contact Owner
3,25000,1700,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,3,Contact Owner
1,10000,850,Super Area,Madambakkam,Chennai,Unfurnished,1,Contact Owner
2,13000,1260,Super Area,Porur,Chennai,Semi-Furnished,3,Contact Owner
2,16000,800,Super Area,Nanganallur,Chennai,Semi-Furnished,2,Contact Owner
1,5000,550,Carpet Area,5000,Chennai,Unfurnished,1,Contact Owner
2,9500,800,Carpet Area,"Ask Nagar, Adambakkam",Chennai,Semi-Furnished,2,Contact Owner
3,18000,1200,Carpet Area,Nesapakkam,Chennai,Semi-Furnished,2,Contact Owner
3,24000,1570,Super Area,Selaiyur,Chennai,Semi-Furnished,3,Contact Owner
1,6166,570,Super Area,Mangadu,Chennai,Semi-Furnished,1,Contact Owner
2,20000,900,Super Area,Anna Nagar West,Chennai,Semi-Furnished,2,Contact Owner
2,13000,700,Super Area,Chintadripet,Chennai,Unfurnished,2,Contact Owner
1,8000,500,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Unfurnished,1,Contact Owner
2,18000,1000,Super Area,Sholinganallur,Chennai,Unfurnished,2,Contact Owner
2,20000,700,Carpet Area,Mambalam West,Chennai,Unfurnished,2,Contact Owner
2,14000,690,Super Area,Velachery,Chennai,Unfurnished,1,Contact Owner
2,15000,100,Carpet Area,Mogappair East,Chennai,Semi-Furnished,2,Contact Owner
3,25000,1200,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,3,Contact Agent
2,26000,1200,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,2,Contact Agent
2,9000,800,Super Area,Mudichur,Chennai,Unfurnished,2,Contact Owner
3,15000,1157,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,3,Contact Owner
2,15000,780,Super Area,Velachery,Chennai,Semi-Furnished,2,Contact Owner
3,130000,2792,Super Area,Kellys,Chennai,Furnished,5,Contact Owner
1,7500,500,Super Area,Pallikaranai,Chennai,Unfurnished,1,Contact Owner
2,9500,750,Super Area,Perumbakkam,Chennai,Unfurnished,2,Contact Owner
6,60000,1800,Super Area,Besant Nagar,Chennai,Furnished,6,Contact Owner
1,7000,500,Super Area,Koyambedu,Chennai,Semi-Furnished,1,Contact Owner
2,23000,1153,Super Area,Mangadu,Chennai,Semi-Furnished,2,Contact Owner
1,18000,500,Super Area,Anna Nagar,Chennai,Furnished,1,Contact Owner
3,18000,1000,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,2,Contact Owner
1,6000,510,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,1,Contact Owner
2,13000,730,Carpet Area,Keelkattalai,Chennai,Semi-Furnished,2,Contact Owner
2,15000,950,Super Area,Velachery,Chennai,Unfurnished,2,Contact Owner
2,10000,730,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,2,Contact Owner
3,22000,1400,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Semi-Furnished,2,Contact Owner
2,10000,900,Super Area,Poonamallee,Chennai,Semi-Furnished,2,Contact Owner
1,6500,506,Super Area,Pallikaranai,Chennai,Unfurnished,1,Contact Owner
2,7000,749,Super Area,Thandalam,Chennai,Unfurnished,2,Contact Owner
1,18000,520,Super Area,T Nagar,Chennai,Semi-Furnished,1,Contact Owner
2,7000,850,Super Area,Padapai,Chennai,Unfurnished,2,Contact Owner
2,22000,1000,Super Area,"Lake Area, Nungambakkam",Chennai,Semi-Furnished,2,Contact Owner
1,7000,600,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,1,Contact Owner
1,15000,1900,Carpet Area,Kailasapuram-Mylapore,Chennai,Semi-Furnished,1,Contact Owner
2,8000,600,Carpet Area,"Rajakilpakkam, Selaiyur",Chennai,Semi-Furnished,1,Contact Owner
1,7000,500,Super Area,Selaiyur,Chennai,Unfurnished,1,Contact Owner
1,9000,550,Super Area,Pammal,Chennai,Unfurnished,1,Contact Owner
2,9800,1200,Super Area,Medavakkam,Chennai,Unfurnished,2,Contact Owner
3,14500,1107,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,2,Contact Owner
1,15000,550,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,1,Contact Agent
2,22000,1150,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,2,Contact Agent
2,9000,600,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",Chennai,Unfurnished,2,Contact Owner
3,18000,1235,Super Area,Perambur,Chennai,Semi-Furnished,2,Contact Owner
1,8500,600,Super Area,Tharamani,Chennai,Unfurnished,2,Contact Owner
1,6500,400,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner
3,40000,1400,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,3,Contact Agent
3,17000,800,Carpet Area,Royapettah,Chennai,Unfurnished,2,Contact Owner
2,12000,700,Super Area,Maduravoyal,Chennai,Unfurnished,2,Contact Owner
2,30000,900,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,2,Contact Owner
1,4000,400,Super Area,Rani Anna Nagar,Chennai,Unfurnished,1,Contact Owner
2,14000,850,Super Area,Banu Nagar,Chennai,Furnished,2,Contact Owner
3,25000,1415,Super Area,G S T Road,Chennai,Furnished,2,Contact Owner
1,8000,281,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,1,Contact Owner
1,12500,600,Super Area,Arumbakkam,Chennai,Furnished,1,Contact Owner
5,100000,6000,Super Area,Navalur,Chennai,Semi-Furnished,4,Contact Agent
2,14000,1050,Carpet Area,Perambur,Chennai,Unfurnished,2,Contact Owner
1,7500,390,Carpet Area,"Bharath Nagar, Porur",Chennai,Unfurnished,1,Contact Owner
3,17500,950,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,2,Contact Owner
3,27000,1500,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,3,Contact Owner
2,16500,200,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,2,Contact Owner
2,12000,926,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
3,45000,1700,Carpet Area,Gandhi Nagar Adyar,Chennai,Semi-Furnished,3,Contact Owner
2,15000,1068,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,2,Contact Owner
3,14000,1800,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,3,Contact Owner
2,17000,590,Carpet Area,Mambalam West,Chennai,Semi-Furnished,2,Contact Owner
3,34999,1400,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,3,Contact Agent
1,7000,550,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,1,Contact Owner
1,10500,520,Super Area,Semmancheri,Chennai,Semi-Furnished,1,Contact Owner
2,15000,900,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,2,Contact Owner
2,10000,700,Super Area,Nanmangalam,Chennai,Semi-Furnished,2,Contact Owner
1,7000,400,Super Area,Medavakkam,Chennai,Semi-Furnished,1,Contact Owner
4,200000,2280,Carpet Area,Mylapore,Chennai,Semi-Furnished,4,Contact Agent
2,12000,826,Super Area,Medavakkam,Chennai,Semi-Furnished,2,Contact Owner
2,10000,1050,Super Area,Sembakkam,Chennai,Semi-Furnished,2,Contact Owner
2,15000,700,Super Area,Alandur,Chennai,Semi-Furnished,2,Contact Owner
2,19000,800,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,2,Contact Agent
2,25000,850,Super Area,"Old Pallavaram, Alandur",Chennai,Furnished,2,Contact Owner
1,10000,502,Super Area,T Nagar,Chennai,Unfurnished,1,Contact Owner
2,13000,925,Carpet Area,Nest bliss sholinganallur,Chennai,Unfurnished,2,Contact Owner
2,12500,500,Super Area,Kolathur,Chennai,Unfurnished,1,Contact Owner
2,10000,950,Super Area,Adambakkam,Chennai,Unfurnished,2,Contact Owner
2,16000,930,Super Area,Mogappair East,Chennai,Semi-Furnished,2,Contact Owner
2,11000,950,Carpet Area,Menambedu,Chennai,Semi-Furnished,2,Contact Owner
2,13000,800,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,2,Contact Owner
2,15000,950,Super Area,"Neelankarai, E Coast Road",Chennai,Semi-Furnished,1,Contact Owner
3,15000,1100,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,2,Contact Owner
2,20000,750,Super Area,Anna Nagar,Chennai,Unfurnished,3,Contact Owner
2,12000,1000,Super Area,Thalambur,Chennai,Semi-Furnished,2,Contact Owner
2,600000,950,Carpet Area,Vettuvankeni,Chennai,Unfurnished,2,Contact Owner
2,11000,800,Super Area,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,2,Contact Owner
1,10000,500,Carpet Area,Kodambakkam,Chennai,Unfurnished,1,Contact Agent
3,30000,1500,Carpet Area,Porur,Chennai,Semi-Furnished,3,Contact Agent
1,8000,550,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Furnished,1,Contact Owner
1,7000,400,Super Area,Nanmangalam,Chennai,Semi-Furnished,1,Contact Owner
1,10000,550,Carpet Area,"Luz, Mylapore",Chennai,Unfurnished,1,Contact Owner
2,9300,730,Super Area,Ambattur,Chennai,Unfurnished,1,Contact Owner
2,10500,1000,Carpet Area,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,2,Contact Owner
2,16000,975,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,2,Contact Agent
2,20000,1800,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,2,Contact Owner
2,9000,745,Super Area,Ambattur,Chennai,Semi-Furnished,2,Contact Owner
2,18000,900,Carpet Area,Medavakkam,Chennai,Semi-Furnished,2,Contact Agent
2,10000,600,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,Unfurnished,2,Contact Owner
2,16000,600,Super Area,Saidapet,Chennai,Unfurnished,2,Contact Owner
1,13500,450,Carpet Area,Kodambakkam,Chennai,Unfurnished,1,Contact Owner
2,16000,1030,Super Area,Thoraipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,8500,833,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,2,Contact Owner
2,15000,1000,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,8200,840,Carpet Area,rajakillpakkam,Chennai,Unfurnished,2,Contact Owner
2,20000,750,Carpet Area,Velachery,Chennai,Furnished,2,Contact Owner
2,9000,950,Super Area,"Kattupakkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner
1,13500,550,Super Area,Anna Nagar,Chennai,Semi-Furnished,1,Contact Owner
3,26000,1125,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner
2,11000,700,Carpet Area,Tiruvottiyur,Chennai,Unfurnished,2,Contact Owner
2,18000,1100,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner
2,10000,700,Super Area,"Kubera Nagar, Madipakkam",Chennai,Unfurnished,2,Contact Owner
3,40000,1250,Carpet Area,T Nagar,Chennai,Semi-Furnished,3,Contact Agent
2,24000,1100,Super Area,Vadapalani,Chennai,Unfurnished,2,Contact Owner
1,18000,475,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,1,Contact Agent
2,11000,530,Super Area,Jyothi Nagar-Ekkatuthangal,Chennai,Semi-Furnished,1,Contact Owner
2,23000,1050,Carpet Area,Vadapalani,Chennai,Semi-Furnished,2,Contact Agent
2,11000,830,Super Area,Sembakkam,Chennai,Semi-Furnished,2,Contact Owner
2,8000,809,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,2,Contact Owner
2,15000,900,Super Area,"Kattupakkam, PH Road",Chennai,Semi-Furnished,2,Contact Owner
1,9500,700,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,1,Contact Owner
2,13500,1150,Super Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner
1,11000,750,Super Area,Porur Gardens,Chennai,Semi-Furnished,1,Contact Owner
2,13000,920,Super Area,"Ullagaram, Pallavaram-Thuraipakkam Road",Chennai,Semi-Furnished,2,Contact Owner
2,25000,1050,Carpet Area,Vadapalani,Chennai,Semi-Furnished,2,Contact Agent
2,12000,1800,Super Area,Madambakkam,Chennai,Unfurnished,2,Contact Owner
2,25000,1000,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,2,Contact Agent
3,8500,1062,Carpet Area,Siruseri,Chennai,Semi-Furnished,2,Contact Owner
2,8500,800,Super Area,Ambattur,Chennai,Unfurnished,2,Contact Owner
1,5000,450,Super Area,Thirumullaivoyal,Chennai,Unfurnished,1,Contact Owner
2,8500,900,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,1,Contact Owner
4,100000,2240,Carpet Area,Anna Nagar,Chennai,Furnished,4,Contact Agent
1,7500,500,Super Area,Kovur,Chennai,Unfurnished,1,Contact Owner
1,7000,750,Super Area,Pammal,Chennai,Unfurnished,1,Contact Agent
3,26000,1400,Super Area,"Chromepet, GST Road",Chennai,Semi-Furnished,3,Contact Owner
2,12000,1200,Carpet Area,CBI Colony,Chennai,Semi-Furnished,2,Contact Owner
2,18000,1424,Super Area,kumari neo town,Chennai,Semi-Furnished,2,Contact Owner
1,13000,450,Super Area,Arasankalani,Chennai,Unfurnished,1,Contact Owner
3,160000,2700,Super Area,T Nagar,Chennai,Furnished,2,Contact Agent
2,8000,805,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Unfurnished,2,Contact Owner
1,6000,434,Super Area,Thirumazhisai,Chennai,Unfurnished,1,Contact Owner
2,12500,1000,Super Area,Perambur,Chennai,Semi-Furnished,2,Contact Owner
1,6500,595,Super Area,"Vengaivasal, Medavakkam",Chennai,Semi-Furnished,1,Contact Owner
2,10000,685,Super Area,Kolathur,Chennai,Unfurnished,2,Contact Owner
2,12500,1075,Super Area,Teachers's Colony-Lakshmipuram,Chennai,Semi-Furnished,2,Contact Owner
3,22000,1100,Carpet Area,Velachery,Chennai,Semi-Furnished,3,Contact Agent
2,17000,950,Carpet Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner
3,20000,1500,Super Area,Semmenchery,Chennai,Unfurnished,3,Contact Owner
3,22000,1100,Super Area,Porur,Chennai,Semi-Furnished,2,Contact Owner
2,11500,1100,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,2,Contact Owner
3,23000,1000,Carpet Area,Keelkatalai,Chennai,Unfurnished,3,Contact Owner
2,19000,800,Super Area,Mambalam West,Chennai,Semi-Furnished,2,Contact Owner
3,45000,1500,Super Area,CIT Nagar,Chennai,Semi-Furnished,2,Contact Owner
3,17000,1250,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,9500,650,Carpet Area,Pallikaranai,Chennai,Unfurnished,2,Contact Owner
3,45000,1650,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,3,Contact Agent
4,60000,2317,Super Area,Sholinganallur,Chennai,Unfurnished,4,Contact Agent
2,12000,950,Super Area,"Radha Nagar, Chrompet",Chennai,Semi-Furnished,2,Contact Owner
3,40000,1700,Super Area,KK Nagar,Chennai,Furnished,3,Contact Owner
3,16000,1300,Super Area,Porur,Chennai,Furnished,2,Contact Owner
2,9000,805,Super Area,Madipakkam,Chennai,Semi-Furnished,2,Contact Owner
2,35000,1109,Super Area,"Adyar, Thiruvanmiyur, Chennai",Chennai,Semi-Furnished,2,Contact Owner
1,4000,300,Super Area,Tiruvottiyur,Chennai,Unfurnished,1,Contact Owner
2,11000,700,Super Area,Tharamani,Chennai,Unfurnished,1,Contact Owner
2,9500,950,Super Area,"Manali, Manali High Road",Chennai,Semi-Furnished,2,Contact Owner
3,25000,1290,Super Area,Poonamalle,Chennai,Unfurnished,3,Contact Owner
2,10000,950,Super Area,S.Kolathur,Chennai,Unfurnished,2,Contact Owner
1,12000,400,Super Area,Besant Nagar,Chennai,Furnished,1,Contact Owner
2,19397,2000,Super Area,Guduvancheri,Chennai,Furnished,2,Contact Owner
2,12000,939,Super Area,New Perungalathur,Chennai,Semi-Furnished,2,Contact Owner
3,10000,1200,Carpet Area,Kovur,Chennai,Unfurnished,3,Contact Owner
2,20000,1800,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,2,Contact Owner
3,15000,1200,Carpet Area,Madambakkam,Chennai,Unfurnished,2,Contact Agent
2,28000,1200,Super Area,Kodambakkam,Chennai,Semi-Furnished,2,Contact Owner
3,10000,1750,Super Area,Kuthanur,Chennai,Unfurnished,3,Contact Owner
1,3500,300,Super Area,Mogappair West,Chennai,Unfurnished,1,Contact Owner
1,8000,650,Carpet Area,Sholinganallur,Chennai,Unfurnished,1,Contact Owner
2,13500,950,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,2,Contact Owner
3,36000,1610,Super Area,Vadapalani,Chennai,Semi-Furnished,3,Contact Agent
2,15000,900,Super Area,Kodungaiyur East,Chennai,Unfurnished,2,Contact Owner
1,5000,550,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,1,Contact Owner
2,10000,700,Super Area,Nanmangalam,Chennai,Unfurnished,2,Contact Owner
2,10000,800,Super Area,Madipakkam,Chennai,Unfurnished,2,Contact Owner
2,8500,580,Super Area,Sholinganallur,Chennai,Semi-Furnished,2,Contact Owner
2,11000,950,Super Area,Nandanam,Chennai,Semi-Furnished,2,Contact Owner
1,8000,700,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,1,Contact Owner
2,12000,600,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,1,Contact Owner
1,5000,200,Super Area,Mambalam West,Chennai,Semi-Furnished,1,Contact Owner
1,7000,600,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,1,Contact Owner
2,15000,550,Super Area,Mylapore,Chennai,Unfurnished,2,Contact Owner
1,10000,600,Super Area,Mugalivakkam,Chennai,Unfurnished,1,Contact Owner
